,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
2608,31050856,1.0,False,Westerpark,52.38319,4.876584,Entire home/apt,4,2,4,9,310.0,4,30,True,0,0,5.0,False,77.5,1240.0,0.05,0.2,0.22,4.99,0.0,1552.1917808219177
2609,31064558,0.71,True,Centrum-West,52.37615,4.892,Private room,3,1,2,1,108.0,2,1125,True,2,5,4.83,True,36.0,216.0,0.07,0.16,0.19,4.99,0.6684931506849315,598.6986301369863
2611,31072230,0.9300000000000002,True,Centrum-West,52.37202,4.88737,Private room,3,1,2,10,243.0,2,1125,True,1,2,4.92,True,81.0,486.0,0.08,0.14,0.21,4.99,0.6712328767123288,1207.013698630137
2613,31086086,0.79,False,Centrum-West,52.37139,4.87486,Entire home/apt,4,2,2,23,400.0,3,1125,True,2,1,4.67,False,100.0,1200.0,0.08,0.18,0.25,10.99,0.12602739726027398,1784.7945205479452
2614,31095874,1.0,True,Oud-Oost,52.357025,4.921543,Entire home/apt,4,2,4,16,500.0,1,1125,True,0,3,4.550000000000001,True,125.0,500.0,0.1,0.31,0.33,10.99,0.0,1595.6575342465753
2615,31100723,0.020000000000000018,False,De Pijp - Rivierenbuurt,52.35666,4.89785,Entire home/apt,3,2,2,13,223.0,3,1125,True,2,1,4.84,False,74.33,669.0,0.07,0.2,0.27,4.99,0.005479452054794521,1003.013698630137
2616,31110035,0.0,False,Oud-Noord,52.38481,4.91342,Private room,2,1,1,7,122.0,1,30,True,4,2,4.92,False,61.0,122.0,0.04,0.15,0.17,4.99,0.37534246575342467,625.0
2619,31150995,1.0,False,Noord-West,52.41121,4.90171,Private room,4,1,2,8,286.0,3,1125,True,14,0,4.86,False,71.5,858.0,0.09,0.23,0.31,4.99,0.12054794520547946,1428.4931506849316
2620,31164355,0.84,False,Zuid,52.35654,4.8591,Entire home/apt,4,2,4,16,250.0,3,14,True,0,1,5.0,False,62.5,750.0,0.14,0.25,0.21,4.99,0.0,1660.9315068493152
2621,31164874,1.0,False,IJburg - Zeeburgereiland,52.36193,4.97917,Entire home/apt,4,2,3,17,400.0,3,10,True,0,2,5.0,True,100.0,1200.0,0.03,0.13,0.27,10.99,0.0,2000.0
2623,31196431,0.83,True,De Pijp - Rivierenbuurt,52.35477,4.90627,Private room,2,1,1,7,175.0,3,5,True,5,1,4.9,False,87.5,525.0,0.07,0.2,0.18,4.99,0.7616438356164383,813.5479452054794
2625,31234848,0.42999999999999994,False,De Pijp - Rivierenbuurt,52.3446,4.90005,Entire home/apt,3,2,1,7,138.0,2,1125,True,1,2,4.74,True,46.0,276.0,0.07,0.17,0.18,4.99,0.5506849315068493,685.2054794520548
2631,31352081,0.4,False,Centrum-West,52.38367,4.88812,Entire home/apt,4,2,2,16,480.0,3,35,True,0,0,4.46,True,120.0,1440.0,0.08,0.16,0.26,10.99,0.3232876712328767,2397.0
2636,31408508,0.8300000000000001,False,De Baarsjes - Oud-West,52.36338,4.85958,Entire home/apt,4,2,2,10,194.0,2,1125,True,0,0,5.0,False,48.5,388.0,0.09,0.22,0.2,4.99,0.038356164383561646,1009.8630136986301
2641,31536003,0.47000000000000003,False,De Baarsjes - Oud-West,52.37241,4.86122,Entire home/apt,4,2,3,11,190.0,5,1125,True,1,2,4.75,False,47.5,950.0,0.07,0.13,0.23,4.99,0.16986301369863013,955.8630136986301
2643,31559235,1.0,False,De Aker - Nieuw Sloten,52.34833,4.78987,Entire home/apt,4,2,2,5,165.0,3,1125,True,0,0,5.0,True,41.25,495.0,0.08,0.21,0.14,4.99,0.0,825.0
2644,31561365,0.73,False,Oostelijk Havengebied - Indische Buurt,52.3774,4.94563,Entire home/apt,4,2,5,12,257.0,3,1125,True,14,1,4.45,False,64.25,771.0,0.06,0.21,0.18,4.99,0.23835616438356164,867.4657534246576
2645,31582709,0.30999999999999994,False,Zuid,52.36054,4.87621,Private room,4,1,2,15,357.0,4,500,True,5,3,4.84,False,89.25,1428.0,0.05,0.12,0.25,4.99,0.10136986301369863,1803.013698630137
2646,31606186,1.0,False,Slotervaart,52.35043,4.84302,Entire home/apt,4,2,2,6,180.0,10,14,True,3,0,5.0,False,45.0,1800.0,0.07,0.23,0.21,4.99,0.019178082191780823,901.7808219178082
2648,31632004,0.21000000000000002,False,Oud-Noord,52.39289,4.91633,Entire home/apt,6,3,6,13,230.0,3,1125,True,0,0,5.0,False,38.33,690.0,0.06,0.22,0.19,4.99,0.0,1150.0
2652,31709186,0.77,False,De Pijp - Rivierenbuurt,52.35662,4.90323,Entire home/apt,2,1,1,13,338.0,3,100,True,0,2,4.92,False,169.0,1014.0,0.09,0.08,0.34,4.99,0.0,1748.835616438356
2653,31731136,1.0,True,Centrum-West,52.3777,4.8922,Entire home/apt,2,1,1,6,95.0,1,1125,True,3,1,4.91,True,47.5,95.0,0.06,0.13,0.17,4.99,0.10136986301369863,475.0
2658,31871461,0.6000000000000001,False,Centrum-West,52.37662,4.88117,Private room,3,1,2,5,135.0,4,30,True,0,0,4.84,False,45.0,540.0,0.09,0.15,0.18,4.99,0.37534246575342467,675.8493150684932
2659,31917406,0.92,False,Oostelijk Havengebied - Indische Buurt,52.37147,4.95043,Entire home/apt,2,1,1,6,150.0,3,10,True,14,0,4.5,False,75.0,450.0,0.06,0.2,0.17,4.99,0.4958904109589041,707.5342465753424
2660,31940174,0.88,False,Westerpark,52.37775,4.87055,Entire home/apt,2,1,1,5,160.0,3,10,True,0,2,5.0,False,80.0,480.0,0.08,0.17,0.17,4.99,0.0,800.8767123287671
2661,31942766,1.0,False,Oostelijk Havengebied - Indische Buurt,52.37632,4.94322,Private room,2,1,2,8,163.0,3,14,True,5,0,5.0,True,81.5,489.0,0.07,0.16,0.26,4.99,0.14246575342465753,595.6849315068494
2662,31944927,0.72,False,Centrum-West,52.37674,4.89624,Hotel room,1,1,1,1,89.0,1,1125,True,0,0,4.55,True,89.0,89.0,0.05,0.1,0.17,4.99,0.0,2258.5616438356165
2663,31944954,0.71,False,Centrum-West,52.37674,4.89624,Hotel room,2,1,1,9,219.0,1,1125,True,0,0,4.17,True,109.5,219.0,0.06,0.11,0.25,4.99,0.0,2761.219178082192
2664,31945032,0.48,False,Centrum-West,52.37674,4.89624,Hotel room,1,1,1,4,86.0,1,1125,True,0,0,4.56,True,86.0,86.0,0.06,0.07,0.13,4.99,0.0,2243.4246575342468
2665,31945057,0.81,False,Zuid,52.36032,4.8784,Hotel room,1,1,1,2,62.0,1,1125,True,0,0,4.57,True,62.0,62.0,0.05,0.14,0.14,2.99,0.0,10083.315068493152
2666,31945078,0.83,False,Zuid,52.36032,4.8784,Hotel room,1,1,1,1,67.0,1,1125,True,0,0,3.6999999999999997,True,67.0,67.0,0.05,0.1,0.16,2.99,0.0,10103.931506849314
2667,31945123,1.0,False,Centrum-West,52.37392,4.89635,Shared room,1,1,1,1,78.0,1,1125,True,0,0,4.43,True,78.0,78.0,0.04,0.12,0.16,4.99,0.0,294.05479452054794
2668,31945182,0.72,False,Centrum-West,52.37392,4.89635,Private room,2,1,1,7,214.0,1,1125,True,0,0,4.25,True,107.0,214.0,0.06,0.22,0.24,4.99,0.0,1289.876712328767
2669,31945260,0.48,False,Centrum-West,52.37392,4.89635,Shared room,1,1,1,2,75.0,1,1125,True,0,0,4.54,True,75.0,75.0,0.05,0.11,0.15,4.99,0.0,282.7808219178082
2670,31945342,0.5700000000000001,False,Centrum-West,52.37392,4.89635,Private room,2,1,1,9,232.0,1,1125,True,0,0,4.15,True,116.0,232.0,0.13,0.15,0.18,4.99,0.0,1291.6301369863013
2671,31948590,0.64,False,Oostelijk Havengebied - Indische Buurt,52.36385,4.93694,Entire home/apt,2,1,1,9,139.0,3,30,True,0,1,5.0,False,69.5,417.0,0.08,0.16,0.15,4.99,0.0,737.1232876712329
2673,31979911,0.92,False,De Aker - Nieuw Sloten,52.350323,4.816838,Private room,4,1,2,10,190.0,1,365,True,3,0,4.61,True,47.5,190.0,0.09,0.18,0.25,4.99,0.663013698630137,1157.0684931506848
2675,31997903,0.34,False,Zuid,52.35905,4.87695,Entire home/apt,7,4,5,22,600.0,4,1125,True,0,0,4.6,True,85.71,2400.0,0.13,0.21,0.42,10.99,0.0027397260273972603,3000.0
2678,32067350,0.71,False,Centrum-West,52.37878,4.88724,Shared room,4,1,2,17,404.0,2,60,True,7,1,4.57,True,101.0,808.0,0.11,0.21,0.29,10.99,0.019178082191780823,1953.7397260273972
2679,32068256,1.0,True,Centrum-West,52.3736,4.88318,Private room,4,1,2,11,257.0,2,30,True,2,5,4.97,False,64.25,514.0,0.05,0.23,0.29,4.99,0.010958904109589041,1502.3835616438357
2680,32090247,1.0,False,De Baarsjes - Oud-West,52.366,4.87464,Entire home/apt,2,1,1,12,252.0,3,1125,True,4,0,5.0,False,126.0,756.0,0.07,0.19,0.2,4.99,0.010958904109589041,1196.1917808219177
2683,32135800,0.89,True,Oud-Noord,52.39368,4.92413,Private room,2,1,1,4,60.0,3,1125,True,0,0,4.73,False,30.0,180.0,0.06,0.1,0.16,2.99,0.0,300.0
2684,32155043,0.43000000000000005,False,De Pijp - Rivierenbuurt,52.35172,4.89283,Entire home/apt,2,1,1,6,174.0,3,1125,True,8,1,4.94,False,87.0,522.0,0.09,0.22,0.19,4.99,0.10410958904109589,935.2054794520548
2689,32234104,0.6,False,Centrum-Oost,52.36596,4.90894,Entire home/apt,2,1,1,11,325.0,7,99,True,20,1,4.5,True,162.5,2275.0,0.05,0.26,0.24,4.99,0.9698630136986301,1319.109589041096
2690,32234160,0.52,False,Centrum-Oost,52.36451,4.90901,Entire home/apt,2,1,1,10,216.0,7,99,True,20,1,4.88,True,108.0,1512.0,0.05,0.13,0.19,4.99,0.9698630136986301,959.972602739726
2691,32234250,0.73,False,Centrum-Oost,52.36593,4.91038,Entire home/apt,2,1,1,14,312.0,7,99,True,20,0,4.67,True,156.0,2184.0,0.13,0.18,0.23,4.99,0.9671232876712329,1247.6438356164383
2692,32234486,1.0,False,Centrum-Oost,52.36477,4.90901,Entire home/apt,2,1,1,13,335.0,7,99,True,20,0,5.0,True,167.5,2345.0,0.04,0.26,0.17,4.99,0.958904109589041,1416.4657534246576
2693,32234583,1.0,False,Centrum-Oost,52.36386,4.9111,Entire home/apt,2,1,1,13,335.0,7,99,True,1,0,2.0,True,167.5,2345.0,0.06,0.18,0.26,4.99,0.821917808219178,1472.5753424657535
2694,32234666,0.6,False,Centrum-Oost,52.3647,4.9089,Entire home/apt,2,1,1,8,326.0,7,99,True,11,0,5.0,True,163.0,2282.0,0.15,0.11,0.32,4.99,0.9260273972602739,1256.5479452054794
2695,32235074,0.7,False,Centrum-Oost,52.36594,4.91037,Entire home/apt,4,2,2,16,470.0,7,99,True,16,0,4.59,True,117.5,3290.0,0.1,0.07,0.15,10.99,0.863013698630137,1875.3150684931506
2696,32235313,0.9,False,Centrum-Oost,52.36609,4.91069,Entire home/apt,6,3,3,29,816.0,7,99,True,6,0,3.24,True,136.0,5712.0,0.13,0.17,0.34,10.99,0.7698630136986301,3184.6301369863013
2697,32235358,0.71,False,Centrum-Oost,52.36418,4.91097,Entire home/apt,6,3,3,25,616.0,7,99,True,3,0,4.04,False,102.67,4312.0,0.12,0.21,0.25,10.99,0.7863013698630137,2288.4657534246576
2698,32235546,1.0,False,Centrum-Oost,52.36599,4.91033,Entire home/apt,4,2,2,20,457.0,7,99,True,10,1,4.71,True,114.25,3199.0,0.05,0.21,0.27,10.99,0.8164383561643835,1926.041095890411
2701,32284498,0.0,False,De Baarsjes - Oud-West,52.36505,4.85071,Entire home/apt,4,2,1,13,150.0,3,1125,True,0,0,5.0,False,37.5,450.0,0.07,0.18,0.25,4.99,0.0,750.0
2702,32304359,1.0,False,IJburg - Zeeburgereiland,52.36253,4.97756,Entire home/apt,4,2,5,9,250.0,3,29,True,0,1,4.63,False,62.5,750.0,0.06,0.12,0.27,4.99,0.0958904109589041,1250.013698630137
2703,32325935,0.31000000000000005,False,Zuid,52.3513,4.84865,Entire home/apt,4,2,2,8,200.0,2,1125,True,0,0,4.84,False,50.0,400.0,0.08,0.2,0.21,4.99,0.0,1102.123287671233
2704,32331255,0.0,False,IJburg - Zeeburgereiland,52.36195,4.98747,Entire home/apt,4,2,4,11,200.0,5,14,True,1,0,5.0,False,50.0,1000.0,0.08,0.18,0.25,4.99,0.16986301369863013,1000.0
2708,32371223,0.52,False,Centrum-Oost,52.36208,4.90865,Entire home/apt,2,1,1,1,80.0,14,1125,True,0,0,5.0,False,40.0,1120.0,0.04,0.13,0.14,4.99,0.0,413.4931506849315
2711,32413659,1.0,True,Centrum-Oost,52.37426,4.90568,Entire home/apt,4,2,3,12,295.0,3,45,True,3,4,4.82,True,73.75,885.0,0.14,0.07,0.24,4.99,0.6,1461.3013698630136
2712,32421030,1.0,True,Centrum-Oost,52.37309,4.90737,Private room,3,1,3,6,179.0,3,45,True,9,2,4.71,True,59.67,537.0,0.08,0.1,0.18,4.99,0.7945205479452054,1045.2739726027398
2713,32485135,1.0,True,De Baarsjes - Oud-West,52.36798,4.86633,Hotel room,2,1,1,1,150.0,1,1125,True,29,71,4.85,True,75.0,150.0,0.07,0.18,0.17,4.99,0.9972602739726028,678.8356164383562
2714,32485928,0.74,False,De Pijp - Rivierenbuurt,52.35232,4.89795,Private room,2,1,1,8,150.0,3,1125,True,8,0,4.83,True,75.0,450.0,0.09,0.25,0.12,4.99,0.5424657534246575,1207.2876712328766
2715,32488859,0.33,False,De Baarsjes - Oud-West,52.36312,4.8756,Entire home/apt,4,2,2,15,284.0,3,1125,True,0,3,4.89,False,71.0,852.0,0.07,0.26,0.3,4.99,0.0,1358.6849315068494
2716,32541862,0.34,False,De Baarsjes - Oud-West,52.3687,4.86041,Private room,2,1,1,4,143.0,3,1125,True,17,2,5.0,False,71.5,429.0,0.08,0.14,0.19,4.99,0.19452054794520549,559.4794520547945
2719,32600527,0.35000000000000003,False,Oud-Oost,52.35132,4.9134,Entire home/apt,2,1,1,8,151.0,10,50,True,13,2,5.0,False,75.5,1510.0,0.07,0.17,0.23,4.99,0.0410958904109589,750.5479452054794
2720,32624418,0.27,False,Oud-Noord,52.38337,4.90474,Hotel room,1,1,1,6,79.0,1,1125,True,24,3,4.48,True,79.0,79.0,0.06,0.11,0.15,4.99,0.9726027397260274,256.8493150684931
2721,32624420,0.63,False,Oud-Noord,52.38524,4.90446,Hotel room,1,1,1,6,71.0,1,1125,True,16,2,3.65,True,71.0,71.0,0.05,0.11,0.17,2.99,0.9397260273972603,243.8904109589041
2722,32624425,0.77,False,Oud-Noord,52.38317,4.90284,Hotel room,1,1,1,1,73.0,1,1125,True,19,4,4.04,True,73.0,73.0,0.05,0.1,0.16,2.99,0.9561643835616438,252.41095890410958
2723,32624427,1.0,False,Oud-Noord,52.38315,4.90405,Hotel room,1,1,1,2,69.0,1,1125,True,15,3,4.239999999999999,True,69.0,69.0,0.04,0.13,0.15,2.99,0.9287671232876712,221.46575342465752
2724,32624429,0.8200000000000001,False,Oud-Noord,52.38512,4.90442,Hotel room,1,1,1,7,86.0,1,1125,True,25,9,4.62,True,86.0,86.0,0.04,0.13,0.16,4.99,0.9671232876712329,291.75342465753425
2725,32624963,0.98,False,Oud-Noord,52.38323,4.90427,Hotel room,1,1,1,8,164.0,1,1125,True,13,2,4.58,True,164.0,164.0,0.09,0.17,0.16,4.99,0.915068493150685,646.7945205479452
2726,32624966,0.39,False,Oud-Noord,52.38322,4.90275,Hotel room,2,1,1,13,225.0,1,1125,True,20,3,4.11,True,112.5,225.0,0.11,0.21,0.21,4.99,0.9452054794520548,725.3424657534247
2727,32624969,0.76,False,Oud-Noord,52.38483,4.90477,Hotel room,4,2,2,15,396.0,1,1125,True,17,10,4.38,True,99.0,396.0,0.1,0.15,0.25,4.99,0.9095890410958904,1245.849315068493
2728,32625293,1.0,False,Oud-Noord,52.38312,4.90442,Hotel room,1,1,1,5,86.0,1,1125,True,21,8,4.46,True,86.0,86.0,0.04,0.09,0.15,4.99,0.9726027397260274,271.2328767123288
2730,32683114,0.31,False,De Pijp - Rivierenbuurt,52.35383,4.90189,Entire home/apt,3,2,2,9,157.0,7,1125,True,0,0,5.0,False,52.33,1099.0,0.07,0.11,0.23,4.99,0.5013698630136987,794.4109589041096
2732,32692691,0.8300000000000001,False,Westerpark,52.38595,4.88247,Entire home/apt,4,2,2,10,214.0,3,1125,True,0,1,4.92,False,53.5,642.0,0.11,0.26,0.22,4.99,0.0,1071.2328767123288
2733,32707589,0.5700000000000001,False,Centrum-Oost,52.36399,4.88607,Private room,4,1,3,1,207.0,1,1125,True,1,4,4.88,True,51.75,207.0,0.06,0.25,0.28,4.99,0.0027397260273972603,939.4520547945206
2735,32774323,0.33,False,De Baarsjes - Oud-West,52.36804,4.86689,Entire home/apt,2,1,1,1,160.0,3,30,True,1,0,5.0,False,80.0,480.0,0.07,0.13,0.18,4.99,0.0027397260273972603,743.8356164383562
2736,32780893,0.59,False,Zuid,52.35396,4.86537,Hotel room,4,2,4,8,211.0,3,1125,True,1,0,4.91,True,52.75,633.0,0.08,0.18,0.18,4.99,0.16164383561643836,790.013698630137
2737,32806990,0.8200000000000001,False,De Baarsjes - Oud-West,52.36916,4.85836,Entire home/apt,2,1,1,7,150.0,5,365,True,0,0,4.86,False,75.0,750.0,0.07,0.25,0.17,4.99,0.0,776.6575342465753
2738,32861412,1.0,True,Centrum-West,52.38754,4.88702,Private room,2,1,2,5,115.0,3,1125,True,4,4,4.9,True,57.5,345.0,0.07,0.14,0.18,4.99,0.1506849315068493,630.4246575342465
2742,32956414,0.84,False,IJburg - Zeeburgereiland,52.3607,4.9829,Entire home/apt,6,3,3,9,200.0,7,1125,True,0,0,4.67,False,33.33,1400.0,0.11,0.06,0.24,4.99,0.0027397260273972603,1000.0
2743,32974828,1.0,True,Bos en Lommer,52.37663,4.86173,Private room,2,1,1,3,89.0,2,10,True,2,9,4.88,True,44.5,178.0,0.07,0.12,0.16,4.99,0.2465753424657534,427.4931506849315
2745,33008703,0.56,False,Zuid,52.35392,4.88282,Entire home/apt,2,1,2,5,296.0,1,365,True,4,0,4.28,True,148.0,296.0,0.12,0.17,0.3,4.99,0.3315068493150685,1254.1780821917807
2746,33008830,0.47,False,Zuid,52.35407,4.88158,Entire home/apt,4,2,2,8,327.0,1,365,True,11,1,3.25,True,81.75,327.0,0.03,0.21,0.15,4.99,0.1095890410958904,1363.027397260274
2747,33008921,0.74,False,Zuid,52.35587,4.88186,Entire home/apt,2,1,2,11,269.0,1,365,True,5,0,4.53,True,134.5,269.0,0.11,0.21,0.13,4.99,0.37534246575342467,1123.9315068493152
2748,33013917,1.0,False,De Baarsjes - Oud-West,52.3678,4.8507,Entire home/apt,2,1,2,6,140.0,4,1125,True,0,0,5.0,False,70.0,560.0,0.05,0.2,0.19,4.99,0.0,700.0
2749,33026828,0.7000000000000001,False,Watergraafsmeer,52.34053,4.92,Entire home/apt,6,3,4,21,542.0,3,3,True,0,0,4.65,True,90.33,1626.0,0.09,0.27,0.25,10.99,0.2684931506849315,3109.917808219178
2750,33042335,1.0,False,Noord-Oost,52.39451,4.9315,Entire home/apt,4,2,4,4,150.0,3,14,True,0,0,5.0,False,37.5,450.0,0.08,0.14,0.19,4.99,0.0,750.0
2751,33061795,1.0,False,Watergraafsmeer,52.33928,4.94218,Entire home/apt,2,1,1,2,200.0,5,5,True,19,0,4.6,False,100.0,1000.0,0.1,0.25,0.24,4.99,0.6876712328767123,1000.0
2752,33087684,0.19,False,De Pijp - Rivierenbuurt,52.34806,4.90658,Entire home/apt,2,1,1,4,150.0,3,1125,True,1,1,5.0,False,75.0,450.0,0.06,0.26,0.2,4.99,0.0027397260273972603,787.8082191780821
2753,33089191,0.38,False,Slotervaart,52.36333,4.84242,Entire home/apt,2,1,1,2,150.0,4,1125,True,1,0,5.0,False,75.0,600.0,0.08,0.24,0.19,4.99,0.0027397260273972603,750.0
2754,33129141,1.0,True,Bos en Lommer,52.37748,4.8634,Entire home/apt,2,1,1,7,200.0,1,1125,True,2,2,5.0,True,100.0,200.0,0.12,0.21,0.15,4.99,0.4767123287671233,1000.0
2757,33180808,0.35000000000000003,False,De Baarsjes - Oud-West,52.36518,4.85594,Entire home/apt,3,2,2,5,221.0,3,7,True,7,0,4.4,False,73.67,663.0,0.06,0.15,0.18,4.99,0.8438356164383561,1114.2054794520548
2758,33184440,0.42,False,IJburg - Zeeburgereiland,52.35431,4.99841,Entire home/apt,4,2,1,8,195.0,3,1125,True,0,0,4.86,False,48.75,585.0,0.08,0.14,0.27,4.99,0.1780821917808219,975.0
2761,33304570,1.0,True,De Baarsjes - Oud-West,52.36199,4.86981,Entire home/apt,2,1,1,1,130.0,3,11,True,0,0,5.0,False,65.0,390.0,0.07,0.09,0.17,4.99,0.0,650.0
2764,33359293,1.0,False,De Baarsjes - Oud-West,52.37059,4.85031,Entire home/apt,2,1,1,1,140.0,2,10,True,0,1,5.0,False,70.0,280.0,0.06,0.14,0.16,4.99,0.043835616438356165,702.4657534246576
2766,33361465,1.0,False,Westerpark,52.39056,4.88719,Private room,2,1,1,9,288.0,2,1125,True,6,0,4.86,True,144.0,576.0,0.14,0.27,0.26,4.99,0.8356164383561644,1397.6301369863013
2767,33364999,0.83,False,Centrum-Oost,52.36188,4.89629,Entire home/apt,4,2,2,16,350.0,1,125,True,6,0,5.0,True,87.5,350.0,0.08,0.2,0.19,4.99,0.7945205479452054,1750.0
2768,33412851,1.0,False,Centrum-West,52.38786,4.88604,Entire home/apt,4,2,2,1,174.0,7,180,True,0,0,3.0,True,43.5,1218.0,0.07,0.19,0.2,4.99,0.06575342465753424,16706.45205479452
2769,33412977,0.6,False,Centrum-West,52.38615,4.88665,Entire home/apt,4,2,2,10,195.0,1,1125,True,0,0,4.33,True,48.75,195.0,0.08,0.08,0.19,4.99,0.06027397260273973,16757.602739726026
2772,33424512,0.67,False,Geuzenveld - Slotermeer,52.37328,4.821,Entire home/apt,4,2,6,6,150.0,4,30,True,0,0,4.5,False,37.5,600.0,0.07,0.13,0.18,4.99,0.057534246575342465,782.4657534246576
2775,33441780,0.88,True,Oud-Noord,52.38929,4.93728,Private room,4,1,2,5,186.0,2,100,True,2,3,4.92,True,46.5,372.0,0.07,0.07,0.2,4.99,0.010958904109589041,925.6849315068494
2777,33503225,0.75,False,Osdorp,52.35778,4.79699,Entire home/apt,4,2,2,6,180.0,5,1125,True,0,0,5.0,False,45.0,900.0,0.08,0.13,0.2,4.99,0.0,900.0
2778,33504455,0.5,False,De Baarsjes - Oud-West,52.36846,4.86849,Entire home/apt,2,1,1,13,250.0,3,7,True,1,1,5.0,False,125.0,750.0,0.13,0.12,0.34,4.99,0.0027397260273972603,1250.0
2779,33516464,0.8,False,De Pijp - Rivierenbuurt,52.35633,4.89571,Entire home/apt,2,1,1,9,150.0,6,1125,True,2,1,5.0,False,75.0,900.0,0.06,0.2,0.17,4.99,0.00821917808219178,752.8219178082192
2781,33553227,0.81,True,De Pijp - Rivierenbuurt,52.34528,4.91054,Entire home/apt,2,1,1,3,141.0,2,7,True,2,2,5.0,False,70.5,282.0,0.08,0.13,0.17,4.99,0.0410958904109589,647.1232876712329
2783,33568150,0.6,False,Noord-West,52.41512,4.90072,Entire home/apt,2,1,1,7,150.0,4,1125,True,0,1,4.93,False,75.0,600.0,0.07,0.24,0.26,4.99,0.14794520547945206,750.0
2784,33571399,0.67,False,De Baarsjes - Oud-West,52.36724,4.8591,Entire home/apt,4,2,2,6,135.0,3,25,True,0,0,4.83,False,33.75,405.0,0.09,0.07,0.16,4.99,0.0,675.0
2787,33605770,0.59,False,De Pijp - Rivierenbuurt,52.35464,4.89793,Private room,2,1,2,10,231.0,1,1125,True,14,0,4.32,True,115.5,231.0,0.11,0.16,0.25,4.99,0.7205479452054795,779.082191780822
2789,33633691,1.0,False,Westerpark,52.37667,4.87089,Entire home/apt,2,1,1,10,249.0,3,1125,True,0,0,4.91,False,124.5,747.0,0.07,0.13,0.18,4.99,0.43561643835616437,1251.849315068493
2790,33649321,1.0,False,De Baarsjes - Oud-West,52.3717,4.85317,Private room,3,1,2,5,86.0,3,1125,True,15,3,4.09,True,28.67,258.0,0.06,0.12,0.15,4.99,0.23013698630136986,546.6438356164383
2792,33660154,0.7,False,Centrum-West,52.38025,4.88227,Entire home/apt,2,1,1,17,298.0,3,14,True,1,2,4.96,False,149.0,894.0,0.06,0.23,0.2,4.99,0.0136986301369863,1492.945205479452
2793,33677630,0.5,False,IJburg - Zeeburgereiland,52.35656,4.9957,Entire home/apt,4,2,2,13,271.0,3,1125,True,0,0,5.0,False,67.75,813.0,0.11,0.29,0.23,4.99,0.052054794520547946,1350.13698630137
2801,33734417,1.0,True,Bijlmer-Centrum,52.3173,4.95538,Private room,4,1,2,5,134.0,1,7,True,4,2,4.55,False,33.5,134.0,0.06,0.15,0.14,4.99,0.010958904109589041,655.6575342465753
2802,33823199,0.29000000000000004,False,Oud-Noord,52.39246,4.9276,Private room,2,1,2,1,70.0,3,10,True,1,0,4.99,False,35.0,210.0,0.05,0.12,0.15,2.99,0.17534246575342466,416.83561643835617
2804,33875782,1.0,False,Noord-West,52.41801,4.89529,Entire home/apt,4,2,1,5,131.0,3,30,True,0,1,4.8,True,32.75,393.0,0.05,0.16,0.16,4.99,0.00821917808219178,653.4109589041096
2805,33877752,1.0,False,Noord-Oost,52.406845,4.932963,Entire home/apt,4,2,4,13,256.0,1,1125,True,7,1,5.0,False,64.0,256.0,0.12,0.16,0.17,4.99,0.0273972602739726,1272.890410958904
2806,33889977,0.0,False,Zuid,52.351528,4.848477,Entire home/apt,3,2,2,9,300.0,6,1125,True,2,0,5.0,False,100.0,1800.0,0.1,0.21,0.14,4.99,0.07945205479452055,1523.3150684931506
2807,33904432,0.73,False,De Baarsjes - Oud-West,52.36559,4.87184,Entire home/apt,4,2,3,25,599.0,1,3,True,23,0,4.609999999999999,True,149.75,599.0,0.09,0.3,0.28,10.99,0.06301369863013699,2986.780821917808
2808,33926117,0.6,False,Slotervaart,52.359,4.82414,Entire home/apt,4,2,5,10,185.0,3,1125,True,0,0,5.0,False,46.25,555.0,0.08,0.21,0.21,4.99,0.0,925.0
2809,33932364,0.8300000000000001,False,Bos en Lommer,52.38005,4.84695,Entire home/apt,2,1,1,11,167.0,4,14,True,1,2,5.0,False,83.5,668.0,0.09,0.18,0.22,4.99,0.0027397260273972603,660.3561643835617
2811,33980766,1.0,True,De Baarsjes - Oud-West,52.36189,4.86455,Hotel room,3,2,2,10,203.0,1,1125,True,8,9,4.6,True,67.67,203.0,0.1,0.2,0.26,4.99,0.8712328767123287,1025.13698630137
2812,33986110,0.99,True,Centrum-Oost,52.37267,4.90286,Private room,2,1,1,4,120.0,3,1125,True,3,3,4.95,True,60.0,360.0,0.04,0.13,0.16,4.99,0.7041095890410959,618.1506849315068
2813,34008858,1.0,True,Oostelijk Havengebied - Indische Buurt,52.35962,4.9361,Private room,2,1,1,11,104.0,1,62,True,5,5,4.93,True,52.0,104.0,0.08,0.14,0.19,4.99,0.06301369863013699,268.8904109589041
2815,34032786,1.0,True,De Baarsjes - Oud-West,52.36189,4.86455,Hotel room,2,1,1,9,183.0,1,1125,True,10,1,4.79,True,91.5,183.0,0.07,0.18,0.21,4.99,0.9178082191780822,978.7671232876712
